toi,a,g,s,h,ppg,ppa,PIM,fow,fot,TA,GA,SHG,SHA,blocked,pminus,ETOI,STOI,PPTOI,season,type,date_time_GMT,away_goals,home_goals,venue,pts,pp pts,c_w_pts,c_wo_pts,pts y/n,total games,total pts,ppg,games l_21,games l_7,pts l_7,pts l_3,pp pts l_7,pp pts l_3,pts y/n l_7,pts y/n l_3,ppg l_7,ppg l_3
1183,0,1,4,2,0,0,0,0,0,0,2,0,0,0,0,1103,0,80,20162017,R,2017-02-01T00:00:00Z,2,3,Barclays Center,1,0,1,0,1,50,46,0.918367347,9,1,9,3,3,1,6,2,1.285714286,1
1169,0,1,5,2,1,0,0,0,0,1,2,0,0,1,2,936,0,233,20162017,R,2017-02-02T01:00:00Z,3,5,Verizon Center,1,1,2,0,1,51,47,0.92,9,2,9,3,3,1,6,2,1.285714286,1
1082,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,837,0,245,20162017,R,2017-02-04T18:00:00Z,3,2,Centre Bell,0,0,3,0,0,52,47,0.921568627,9,2,8,4,3,2,6,3,1.142857143,1.333333333
1104,1,0,4,2,0,0,0,0,0,1,2,0,0,0,1,921,0,183,20162017,R,2017-02-05T17:00:00Z,0,5,Verizon Center,1,0,0,1,1,53,48,0.903846154,9,3,6,2,3,1,5,2,0.857142857,0.666666667
1038,1,1,4,1,1,1,0,0,0,1,0,0,0,2,0,789,0,249,20162017,R,2017-02-08T00:00:00Z,0,5,Verizon Center,2,2,1,0,1,54,50,0.905660377,9,3,6,2,2,1,5,2,0.857142857,0.666666667
834,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,790,0,44,20162017,R,2017-02-10T00:00:00Z,3,6,Verizon Center,0,0,2,0,0,55,50,0.925925926,9,3,7,3,4,2,5,2,1,1
894,1,0,2,4,0,0,2,0,0,0,2,0,0,1,-2,704,0,190,20162017,R,2017-02-12T00:30:00Z,4,6,Verizon Center,1,0,0,1,1,56,51,0.909090909,9,2,7,3,4,2,5,2,1,1
1271,0,0,4,3,0,0,0,0,0,0,1,0,0,0,-1,856,0,415,20162017,R,2017-02-18T19:00:00Z,2,3,Joe Louis Arena,0,0,1,0,0,57,51,0.910714286,7,1,6,3,3,2,5,2,0.857142857,1
1082,0,1,4,4,1,0,0,0,0,0,1,0,0,0,-1,894,0,188,20162017,R,2017-02-19T17:30:00Z,1,2,Madison Square Garden,1,1,0,1,1,58,52,0.894736842,8,1,5,1,3,0,4,1,0.714285714,0.333333333
1038,2,0,0,5,0,0,2,0,0,0,1,0,0,1,2,954,0,84,20162017,R,2017-02-23T01:00:00Z,4,1,Wells Fargo Center,2,0,1,0,1,59,54,0.896551724,7,2,5,2,3,1,4,2,0.714285714,0.666666667
1111,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,871,0,240,20162017,R,2017-02-25T00:00:00Z,1,2,Verizon Center,0,0,2,0,0,60,54,0.915254237,7,2,7,3,3,1,5,2,1,1
1236,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,1149,0,87,20162017,R,2017-02-25T22:00:00Z,2,5,Bridgestone Arena,0,0,0,1,0,61,54,0.9,0,0,6,3,3,1,4,2,0.857142857,1
1070,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,942,1,127,20162017,R,2017-03-01T00:00:00Z,4,1,Madison Square Garden,0,0,0,2,0,62,54,0.885245902,1,1,4,2,1,0,3,1,0.571428571,0.666666667
1233,0,0,3,4,0,0,0,0,0,1,0,0,0,1,0,801,4,428,20162017,R,2017-03-03T00:00:00Z,0,1,Verizon Center,0,0,0,3,0,63,54,0.870967742,2,2,4,0,1,0,3,0,0.571428571,0
1145,1,0,1,4,0,1,2,0,0,1,2,0,0,0,-1,818,0,327,20162017,R,2017-03-05T00:30:00Z,1,2,Verizon Center,1,1,0,4,1,64,55,0.857142857,3,2,3,0,1,0,2,0,0.428571429,0
1250,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,978,0,272,20162017,R,2017-03-07T00:30:00Z,4,2,Verizon Center,0,0,1,0,0,65,55,0.859375,4,3,4,1,2,1,3,1,0.571428571,0.333333333
1286,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-1,791,0,495,20162017,R,2017-03-10T03:30:00Z,2,4,SAP Center at San Jose,0,0,0,1,0,66,55,0.846153846,5,2,3,1,1,1,2,1,0.428571429,0.333333333
1128,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,889,21,218,20162017,R,2017-03-12T03:30:00Z,2,4,STAPLES Center,0,0,0,2,0,67,55,0.833333333,6,2,1,1,1,1,1,1,0.142857143,0.333333333
1143,1,0,4,2,0,0,0,0,0,0,0,0,0,1,-1,803,0,340,20162017,R,2017-03-13T01:30:00Z,2,5,Honda Center,1,0,0,3,1,68,56,0.820895522,7,3,1,0,1,0,1,0,0.142857143,0
1091,1,1,3,4,0,0,0,0,0,0,1,0,0,0,1,819,0,272,20162017,R,2017-03-14T23:00:00Z,2,4,Verizon Center,2,0,1,0,1,69,58,0.823529412,8,3,2,1,1,0,2,1,0.285714286,0.333333333
1110,0,0,3,1,0,0,0,0,0,0,0,0,0,1,-1,1048,0,62,20162017,R,2017-03-16T23:00:00Z,2,1,Verizon Center,0,0,2,0,0,70,58,0.84057971,9,4,4,3,1,0,3,2,0.571428571,1
1267,1,0,7,1,0,0,0,0,0,0,1,0,0,1,2,1076,0,191,20162017,R,2017-03-18T23:00:00Z,5,3,Amalie Arena,1,0,0,1,1,71,59,0.828571429,9,4,4,3,1,0,3,2,0.571428571,1
1090,1,1,11,1,1,0,0,0,0,0,1,0,0,0,1,904,0,186,20162017,R,2017-03-21T23:00:00Z,2,4,Verizon Center,2,1,1,0,1,72,61,0.830985915,10,2,4,3,0,0,3,2,0.571428571,1
1212,0,0,8,2,0,0,0,0,0,0,0,0,0,0,-1,940,0,272,20162017,R,2017-03-23T23:00:00Z,1,2,Verizon Center,0,0,2,0,0,73,61,0.847222222,10,2,6,3,1,1,4,2,0.857142857,1
1049,0,1,4,0,1,0,2,0,0,0,1,0,0,0,0,729,0,320,20162017,R,2017-03-25T23:00:00Z,1,4,Verizon Center,1,1,0,1,1,74,62,0.835616438,10,2,6,3,1,1,4,2,0.857142857,1
975,1,3,6,1,3,0,0,0,0,0,0,0,0,0,1,811,0,164,20162017,R,2017-03-29T00:00:00Z,5,4,Xcel Energy Center,4,3,1,0,1,75,66,0.837837838,9,2,7,3,2,2,5,2,1,1
1083,0,0,1,0,0,0,0,0,0,2,1,0,0,0,-1,821,0,262,20162017,R,2017-03-30T02:00:00Z,5,3,Pepsi Center,0,0,2,0,0,76,66,0.88,10,2,10,5,5,4,5,2,1.428571429,1.666666667
1048,0,0,3,4,0,0,0,0,0,1,0,0,0,1,-1,1007,0,41,20162017,R,2017-04-01T02:00:00Z,3,6,Gila River Arena,0,0,0,1,0,77,66,0.868421053,10,2,8,5,5,4,4,2,1.142857143,1.666666667
927,0,0,2,3,0,0,2,0,0,0,1,0,0,1,0,820,0,107,20162017,R,2017-04-02T22:00:00Z,3,2,Nationwide Arena,0,0,0,2,0,78,66,0.857142857,10,3,8,4,5,3,4,1,1.142857143,1.333333333
1137,1,0,3,4,0,1,0,0,0,0,2,0,0,1,0,986,5,146,20162017,R,2017-04-04T23:30:00Z,4,1,Air Canada Centre,1,1,0,3,1,79,67,0.846153846,9,4,7,0,5,0,3,0,1,0
1162,1,0,2,5,0,1,0,0,0,1,1,0,0,1,0,1023,0,139,20162017,R,2017-04-06T00:00:00Z,0,2,Verizon Center,1,1,1,0,1,80,68,0.848101266,9,3,6,1,5,1,3,1,0.857142857,0.333333333
1072,1,0,3,3,0,0,0,0,0,1,1,0,0,0,1,763,0,309,20162017,R,2017-04-08T19:00:00Z,3,1,TD Garden,1,0,2,0,1,81,69,0.85,9,3,7,2,6,2,4,2,1,0.666666667
1076,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-1,912,0,164,20162017,R,2017-04-09T23:00:00Z,2,0,Verizon Center,0,0,3,0,0,82,69,0.851851852,10,3,7,3,5,2,4,3,1,1
1192,0,0,1,3,0,0,0,0,0,1,0,0,0,0,-1,977,0,215,20162017,P,2017-04-13T23:00:00Z,2,3,Verizon Center,0,0,0,1,0,83,69,0.841463415,9,2,3,2,2,1,3,2,0.428571429,0.666666667
1475,0,1,9,7,1,0,2,0,0,0,1,0,0,2,1,1172,0,303,20162017,P,2017-04-15T23:00:00Z,4,3,Verizon Center,1,1,0,2,1,84,70,0.831325301,9,2,3,1,2,0,3,1,0.428571429,0.333333333
908,0,1,5,4,0,0,0,0,0,0,0,0,0,2,0,760,0,148,20162017,P,2017-04-17T23:00:00Z,3,4,Air Canada Centre,1,0,1,0,1,85,71,0.833333333,10,2,4,1,3,1,4,1,0.571428571,0.333333333
991,0,1,3,5,1,0,0,0,0,2,0,0,0,0,1,955,0,36,20162017,P,2017-04-19T23:00:00Z,5,4,Air Canada Centre,1,1,2,0,1,86,72,0.835294118,10,3,5,2,3,1,5,2,0.714285714,0.666666667
1169,0,0,3,6,0,0,0,0,0,0,2,0,0,1,0,944,0,225,20162017,P,2017-04-21T23:00:00Z,1,2,Verizon Center,0,0,3,0,0,87,72,0.837209302,10,3,5,3,3,2,5,3,0.714285714,1
1365,0,0,7,3,0,0,0,0,0,2,0,0,0,0,0,1246,0,119,20162017,P,2017-04-23T23:00:00Z,2,1,Air Canada Centre,0,0,0,1,0,88,72,0.827586207,9,3,4,2,2,1,4,2,0.571428571,0.666666667
1151,0,1,3,6,0,0,2,0,0,0,0,0,0,0,0,1151,0,0,20162017,P,2017-04-27T23:30:00Z,3,2,Verizon Center,1,0,0,2,1,89,73,0.818181818,8,2,3,1,2,1,3,1,0.428571429,0.333333333
1399,2,0,3,4,0,1,0,0,0,1,0,0,0,2,-2,969,0,430,20162017,P,2017-04-30T00:00:00Z,6,2,Verizon Center,2,1,1,0,1,90,75,0.820224719,7,1,4,1,2,0,4,1,0.571428571,0.333333333
1167,1,0,2,4,0,1,0,0,0,0,1,0,0,0,0,812,0,355,20162017,P,2017-05-01T23:30:00Z,3,2,PPG Paints Arena,1,1,2,0,1,91,76,0.833333333,8,2,6,3,3,1,5,2,0.857142857,1
1177,0,0,2,6,0,0,4,0,0,0,0,0,0,0,0,797,60,320,20162017,P,2017-05-03T23:30:00Z,2,3,PPG Paints Arena,0,0,3,0,0,92,76,0.835164835,9,3,6,4,3,2,5,3,0.857142857,1.333333333
1066,0,1,4,6,0,0,0,0,0,0,1,0,0,1,0,747,0,319,20162017,P,2017-05-06T23:15:00Z,2,4,Verizon Center,1,0,0,1,1,93,77,0.826086957,8,3,5,3,3,2,4,2,0.714285714,1
1046,0,0,3,3,0,0,0,0,0,0,0,0,0,0,-1,731,0,315,20162017,P,2017-05-08T23:30:00Z,5,2,PPG Paints Arena,0,0,1,0,0,94,77,0.827956989,8,2,5,2,2,1,4,2,0.714285714,0.666666667
1102,0,0,4,4,0,0,0,0,0,1,0,0,0,0,-2,909,0,193,20162017,P,2017-05-10T23:30:00Z,2,0,Verizon Center,0,0,0,1,0,95,77,0.819148936,8,2,5,1,2,0,4,1,0.714285714,0.333333333
1151,0,3,6,2,0,0,0,0,0,0,0,0,0,1,3,1046,8,97,20172018,R,2017-10-05T23:30:00Z,5,4,Canadian Tire Centre,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1064,0,4,8,0,1,0,0,1,1,0,0,0,0,0,3,817,0,247,20172018,R,2017-10-07T23:00:00Z,1,6,Capital One Arena,4,1,1,0,1,2,7,3,1,1,3,3,0,0,1,1,0.428571429,1
1029,0,0,4,2,0,0,0,0,0,0,1,0,0,1,-2,759,0,270,20172018,R,2017-10-09T23:30:00Z,3,4,Amalie Arena,0,0,2,0,0,3,7,3.5,2,2,7,7,1,1,2,2,1,2.333333333
1176,0,1,7,1,0,0,0,0,0,0,2,0,0,0,1,824,0,352,20172018,R,2017-10-11T23:30:00Z,3,2,Capital One Arena,1,0,0,1,1,4,8,2.333333333,3,3,7,7,1,1,2,2,1,2.333333333
1140,1,1,4,1,1,1,0,0,0,0,1,0,0,0,0,762,0,378,20172018,R,2017-10-13T23:00:00Z,5,2,Prudential Center,2,2,1,0,1,5,10,2,4,3,8,5,1,1,3,2,1.142857143,1.666666667
865,0,0,6,2,0,0,0,0,1,0,0,0,0,0,-4,707,0,158,20172018,R,2017-10-14T23:00:00Z,2,8,Wells Fargo Center,0,0,2,0,0,6,10,2,5,3,10,3,3,2,4,2,1.428571429,1
1244,0,0,4,3,0,0,2,0,0,0,0,0,0,0,-1,947,0,297,20172018,R,2017-10-17T23:00:00Z,2,0,Capital One Arena,0,0,0,1,0,7,10,1.666666667,6,3,10,3,3,2,4,2,1.428571429,1
1185,0,1,7,1,1,0,0,0,0,0,3,0,0,1,-1,826,0,359,20172018,R,2017-10-20T23:30:00Z,4,3,Little Caesars Arena,1,1,0,2,1,8,11,1.428571429,7,2,10,2,3,2,4,1,1.428571429,0.666666667
1050,0,0,4,2,0,0,0,1,1,0,1,0,0,0,-1,854,0,196,20172018,R,2017-10-21T23:30:00Z,4,1,Capital One Arena,0,0,1,0,0,9,11,1.375,8,2,8,1,4,1,4,1,1.142857143,0.333333333
1292,1,0,3,1,0,0,2,0,0,1,0,0,0,0,-1,1032,0,260,20172018,R,2017-10-27T02:00:00Z,2,6,Rogers Arena,1,0,0,1,1,10,12,1.222222222,8,1,4,1,3,1,3,1,0.571428571,0.333333333
982,3,0,5,4,0,0,0,0,0,0,0,0,0,0,4,982,0,0,20172018,R,2017-10-29T02:00:00Z,5,2,Rogers Place,3,0,1,0,1,11,15,1.2,8,1,5,2,3,1,4,2,0.714285714,0.666666667
1121,0,0,3,2,0,0,0,0,0,0,1,0,0,0,-1,866,21,234,20172018,R,2017-10-30T01:00:00Z,1,2,Scotiabank Saddledome,0,0,2,0,0,12,15,1.363636364,8,2,7,4,3,0,4,2,1,1.333333333
1208,0,0,2,0,0,0,0,0,0,0,1,0,0,0,-1,843,0,365,20172018,R,2017-11-02T23:00:00Z,3,4,Capital One Arena,0,0,0,1,0,13,15,1.25,8,3,5,4,1,0,3,2,0.714285714,1.333333333
1041,0,1,4,2,0,0,0,0,0,0,3,0,0,2,0,835,0,206,20172018,R,2017-11-04T23:00:00Z,3,2,TD Garden,1,0,0,2,1,14,16,1.153846154,7,3,5,3,1,0,3,1,0.714285714,1
1249,0,1,6,3,1,0,0,0,0,1,0,0,0,0,1,828,0,421,20172018,R,2017-11-07T00:00:00Z,2,3,Capital One Arena,1,1,1,0,1,15,17,1.142857143,7,2,6,1,1,0,4,1,0.857142857,0.333333333
1174,0,1,5,5,0,0,2,0,0,0,0,0,0,0,0,1087,0,87,20172018,R,2017-11-08T00:00:00Z,1,3,KeyBank Center,1,0,2,0,1,16,18,1.133333333,8,3,6,2,1,1,4,2,0.857142857,0.666666667
1298,1,0,2,2,0,1,0,0,0,0,1,0,0,3,0,912,0,386,20172018,R,2017-11-11T00:00:00Z,1,4,Capital One Arena,1,1,3,0,1,17,19,1.125,7,2,7,3,1,1,5,3,1,1
1428,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1223,0,205,20172018,R,2017-11-13T00:00:00Z,1,2,Capital One Arena,0,0,4,0,0,18,19,1.117647059,8,3,7,3,2,2,5,3,1,1
1231,0,0,8,5,0,0,2,0,0,0,1,0,0,0,-1,1026,0,205,20172018,R,2017-11-15T01:00:00Z,3,6,Bridgestone Arena,0,0,0,1,0,19,19,1.055555556,9,2,4,2,2,1,4,2,0.571428571,0.666666667
1009,0,0,4,2,0,0,0,0,0,0,1,0,0,0,-1,609,0,400,20172018,R,2017-11-17T02:00:00Z,2,6,Pepsi Center,0,0,0,2,0,20,19,1,9,3,4,1,2,1,4,1,0.571428571,0.333333333
1006,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,657,0,349,20172018,R,2017-11-19T00:30:00Z,1,3,Capital One Arena,1,1,0,3,1,21,20,0.95,9,3,4,0,2,0,4,0,0.571428571,0
1170,0,0,5,0,0,0,0,0,0,0,1,0,0,0,-1,840,0,330,20172018,R,2017-11-21T00:00:00Z,4,1,Capital One Arena,0,0,1,0,0,22,20,0.952380952,9,3,4,1,3,1,4,1,0.571428571,0.333333333
1025,0,1,3,2,0,0,2,0,1,0,2,0,0,0,1,977,0,48,20172018,R,2017-11-23T00:00:00Z,2,5,Capital One Arena,1,0,0,1,1,23,21,0.909090909,9,3,3,1,2,1,3,1,0.428571429,0.333333333
1099,0,1,9,3,0,0,0,0,0,0,2,0,0,0,1,775,0,324,20172018,R,2017-11-24T22:00:00Z,1,3,Capital One Arena,1,0,1,0,1,24,22,0.913043478,10,3,3,2,2,1,3,2,0.428571429,0.666666667
1124,0,3,4,2,1,0,0,0,0,0,0,0,0,0,2,930,0,194,20172018,R,2017-11-26T00:00:00Z,4,2,Air Canada Centre,3,1,2,0,1,25,25,0.916666667,10,3,3,2,1,0,3,2,0.428571429,0.666666667
1307,0,0,4,1,0,0,0,0,0,0,1,0,0,0,-2,1076,0,231,20172018,R,2017-12-01T00:00:00Z,5,2,Capital One Arena,0,0,3,0,0,26,25,1,9,1,6,5,2,1,4,3,0.857142857,1.666666667
1047,0,1,4,4,1,0,0,0,0,0,2,0,0,0,-2,961,0,86,20172018,R,2017-12-03T00:00:00Z,3,4,Capital One Arena,1,1,0,1,1,27,26,0.961538462,9,1,6,4,2,1,4,2,0.857142857,1.333333333
1349,1,1,4,0,0,1,0,0,0,1,1,0,0,0,0,899,0,450,20172018,R,2017-12-05T00:00:00Z,1,4,Capital One Arena,2,1,1,0,1,28,28,0.962962963,9,2,7,4,3,2,5,2,1,1.333333333
1015,3,1,6,0,0,1,2,0,1,0,1,0,0,0,3,825,0,190,20172018,R,2017-12-07T01:00:00Z,2,6,Capital One Arena,4,1,2,0,1,29,32,1,9,3,8,3,3,2,5,2,1.142857143,1
1231,1,0,5,1,0,0,0,0,0,1,1,0,0,0,3,935,0,296,20172018,R,2017-12-09T00:00:00Z,2,4,Capital One Arena,1,0,3,0,1,30,33,1.103448276,9,3,12,7,4,3,6,3,1.714285714,2.333333333
1346,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-1,1148,0,198,20172018,R,2017-12-12T00:00:00Z,1,3,Barclays Center,0,0,4,0,0,31,33,1.1,8,2,12,7,4,2,6,3,1.714285714,2.333333333
918,0,0,2,3,0,0,0,0,0,0,2,0,0,0,2,903,0,15,20172018,R,2017-12-13T00:00:00Z,2,5,Capital One Arena,0,0,0,1,0,32,33,1.064516129,9,3,11,5,4,1,5,2,1.571428571,1.666666667
1245,1,1,4,0,0,1,0,0,0,0,1,0,0,0,2,893,0,352,20172018,R,2017-12-15T00:00:00Z,5,3,TD Garden,2,1,0,2,1,33,35,1.03125,8,3,8,1,3,0,4,1,1.142857143,0.333333333
1369,1,1,4,2,0,0,0,0,0,0,0,0,0,0,2,1369,0,0,20172018,R,2017-12-17T01:00:00Z,2,3,Capital One Arena,2,0,1,0,1,34,37,1.060606061,8,3,10,2,4,1,5,1,1.428571429,0.666666667
1191,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,840,1,350,20172018,R,2017-12-20T01:30:00Z,4,3,American Airlines Center,0,0,2,0,0,35,37,1.088235294,9,2,11,4,3,1,5,2,1.571428571,1.333333333
1281,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1073,0,208,20172018,R,2017-12-23T02:00:00Z,2,3,Gila River Arena,0,0,0,1,0,36,37,1.057142857,9,2,9,4,2,1,4,2,1.285714286,1.333333333
1223,0,0,3,7,0,0,2,0,0,0,0,0,0,0,-1,885,0,338,20172018,R,2017-12-24T01:00:00Z,0,3,T-Mobile Arena,0,0,0,2,0,37,37,1.027777778,9,2,5,2,1,0,3,1,0.714285714,0.666666667
1278,0,0,4,3,0,0,2,0,0,0,3,0,0,0,0,1057,0,221,20172018,R,2017-12-28T01:00:00Z,0,1,Madison Square Garden,0,0,0,3,0,38,37,1,8,2,4,0,1,0,2,0,0.571428571,0
1380,0,1,4,5,1,0,0,0,0,1,1,0,0,0,0,950,0,430,20172018,R,2017-12-29T00:30:00Z,3,4,Capital One Arena,1,1,0,4,1,39,38,0.973684211,9,3,4,0,1,0,2,0,0.571428571,0
1200,3,0,6,0,0,1,0,0,0,1,1,0,0,0,1,1025,0,175,20172018,R,2017-12-31T00:00:00Z,2,5,Capital One Arena,3,1,1,0,1,40,41,0.974358974,9,2,5,1,2,1,3,1,0.714285714,0.333333333
1201,0,2,2,1,0,0,0,0,0,0,0,0,0,0,3,961,0,240,20172018,R,2018-01-03T00:00:00Z,5,4,PNC Arena,2,0,2,0,1,41,43,1.025,8,3,6,4,2,2,3,2,0.857142857,1.333333333
1370,1,1,2,0,1,1,0,0,0,0,1,0,0,1,-1,1071,0,299,20172018,R,2018-01-07T20:00:00Z,3,4,Capital One Arena,2,2,3,0,1,42,45,1.048780488,7,1,6,6,2,2,3,3,0.857142857,2
1165,1,0,2,4,0,0,0,0,0,0,3,0,0,0,1,962,0,203,20172018,R,2018-01-10T00:00:00Z,1,3,Capital One Arena,1,0,4,0,1,43,46,1.071428571,7,1,8,7,4,3,4,3,1.142857143,2.333333333
1360,0,0,5,2,0,0,0,0,0,1,0,0,0,0,-3,1089,0,271,20172018,R,2018-01-12T00:00:00Z,3,1,Capital One Arena,0,0,5,0,0,44,46,1.069767442,8,2,9,5,4,2,5,3,1.285714286,1.666666667
1354,2,1,3,1,0,1,0,0,0,2,1,0,0,0,2,931,7,416,20172018,R,2018-01-13T00:30:00Z,4,3,PNC Arena,3,1,0,1,1,45,49,1.045454545,8,3,9,3,4,2,5,2,1.285714286,1
1308,0,0,2,4,0,0,2,0,0,0,2,0,0,0,-1,804,0,504,20172018,R,2018-01-19T00:00:00Z,3,4,Prudential Center,0,0,1,0,0,46,49,1.088888889,6,1,12,4,5,1,6,2,1.714285714,1.333333333
1266,1,0,1,2,0,1,2,0,0,0,4,0,0,2,-1,956,0,310,20172018,R,2018-01-20T00:30:00Z,3,2,Capital One Arena,1,1,0,1,1,47,50,1.065217391,7,1,11,3,4,1,5,1,1.571428571,1
1085,0,1,4,3,1,0,0,0,1,1,0,0,0,0,-1,806,0,279,20172018,R,2018-01-21T17:30:00Z,2,1,Capital One Arena,1,1,1,0,1,48,51,1.063829787,7,2,9,4,4,2,5,2,1.285714286,1.333333333
1494,1,1,8,1,0,1,0,0,0,0,1,0,0,0,2,964,0,530,20172018,R,2018-01-26T00:30:00Z,4,2,BB&T Center,2,1,2,0,1,49,53,1.0625,7,2,8,2,5,2,5,2,1.142857143,0.666666667
1420,0,0,2,2,0,0,0,0,0,1,0,0,0,0,-2,1180,0,240,20172018,R,2018-02-01T01:00:00Z,3,5,Capital One Arena,0,0,3,0,0,50,53,1.081632653,6,1,8,4,4,3,5,3,1.142857143,1.333333333
1191,1,2,5,2,0,0,0,0,0,0,0,0,0,0,2,870,0,321,20172018,R,2018-02-03T00:00:00Z,4,7,PPG Paints Arena,3,0,0,1,1,51,56,1.06,5,1,7,3,4,2,4,2,1,1
1274,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1052,0,222,20172018,R,2018-02-04T17:30:00Z,4,3,Capital One Arena,0,0,1,0,0,52,56,1.098039216,6,2,10,5,4,1,5,2,1.428571429,1.666666667
1129,2,0,8,2,0,0,0,0,0,0,0,0,0,1,2,1053,0,76,20172018,R,2018-02-07T00:00:00Z,3,2,Nationwide Arena,2,0,0,1,1,53,58,1.076923077,7,3,7,3,3,0,4,1,1,1
1245,0,0,0,1,0,0,0,0,0,1,1,0,0,2,-2,865,5,375,20172018,R,2018-02-10T00:00:00Z,2,4,Capital One Arena,0,0,1,0,0,54,58,1.094339623,6,2,9,5,3,0,5,2,1.285714286,1.666666667
1243,1,1,3,0,1,1,0,0,1,0,0,0,0,0,-2,1023,0,220,20172018,R,2018-02-11T20:00:00Z,5,4,Capital One Arena,2,2,0,1,1,55,60,1.074074074,6,2,8,2,2,0,4,1,1.142857143,0.666666667
1250,1,0,5,2,0,0,0,0,0,0,0,0,0,0,-2,1025,0,225,20172018,R,2018-02-14T01:00:00Z,3,4,Bell MTS Place,1,0,1,0,1,56,61,1.090909091,7,2,9,4,3,2,4,2,1.285714286,1.333333333
1068,3,1,7,0,0,0,0,0,0,0,0,0,0,0,4,876,0,192,20172018,R,2018-02-16T01:00:00Z,5,2,Xcel Energy Center,4,0,2,0,1,57,65,1.089285714,7,3,8,3,2,2,4,2,1.142857143,1
1102,0,0,0,4,0,0,4,0,0,0,1,0,0,0,-1,999,0,103,20172018,R,2018-02-18T01:30:00Z,1,7,United Center,0,0,3,0,0,58,65,1.140350877,8,2,12,7,2,2,5,3,1.714285714,2.333333333
1074,0,1,3,4,0,0,0,0,0,0,1,0,0,0,0,1013,0,61,20172018,R,2018-02-19T20:00:00Z,3,2,KeyBank Center,1,0,0,1,1,59,66,1.120689655,9,3,9,5,2,0,4,2,1.285714286,1.666666667
1394,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,1081,97,216,20172018,R,2018-02-21T00:00:00Z,4,2,Capital One Arena,1,0,1,0,1,60,67,1.118644068,10,3,10,5,2,0,5,2,1.428571429,1.666666667
1307,1,0,5,1,0,1,0,0,0,1,0,0,0,0,-1,1041,0,266,20172018,R,2018-02-23T00:30:00Z,2,3,BB&T Center,1,1,2,0,1,61,68,1.116666667,10,3,9,2,2,0,5,2,1.285714286,0.666666667
1133,0,2,11,0,1,0,0,0,0,0,1,0,0,0,0,1093,0,40,20172018,R,2018-02-25T00:00:00Z,1,5,Capital One Arena,2,1,3,0,1,62,70,1.114754098,9,3,10,3,3,1,6,3,1.428571429,1
1328,0,1,8,1,1,0,0,0,0,0,2,0,0,0,-2,1048,4,276,20172018,R,2018-02-27T00:00:00Z,1,5,Nationwide Arena,1,1,4,0,1,63,71,1.129032258,10,3,10,4,2,2,6,3,1.428571429,1.333333333
1107,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-1,876,0,231,20172018,R,2018-02-28T00:00:00Z,2,3,Capital One Arena,0,0,5,0,0,64,71,1.126984127,10,3,10,4,3,3,6,3,1.428571429,1.333333333
1171,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1052,0,119,20172018,R,2018-03-04T01:00:00Z,2,5,Navy-Marine Corps Memorial Stadium,1,0,0,1,1,65,72,1.109375,9,2,6,3,3,2,5,2,0.857142857,1
1478,0,0,2,0,0,0,0,0,0,1,2,0,0,0,-2,1127,0,351,20172018,R,2018-03-07T03:00:00Z,0,4,Honda Center,0,0,1,0,0,66,72,1.107692308,9,1,7,2,3,1,6,2,1,0.666666667
1465,0,0,3,3,0,0,0,0,0,1,0,0,0,0,-1,1124,0,341,20172018,R,2018-03-09T03:30:00Z,1,3,STAPLES Center,0,0,0,1,0,67,72,1.090909091,9,2,6,1,3,0,5,1,0.857142857,0.333333333
1014,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1011,3,0,20172018,R,2018-03-10T21:00:00Z,2,0,SAP Center at San Jose,0,0,0,2,0,68,72,1.074626866,10,3,5,1,3,0,4,1,0.714285714,0.333333333
1387,0,2,8,5,1,0,0,0,0,0,0,0,0,0,0,1039,0,348,20172018,R,2018-03-12T23:00:00Z,2,3,Capital One Arena,2,1,0,3,1,69,74,1.058823529,9,3,4,0,2,0,3,0,0.571428571,0
1124,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1017,0,107,20172018,R,2018-03-15T23:00:00Z,7,3,Barclays Center,1,0,1,0,1,70,75,1.072463768,9,3,4,2,2,1,3,1,0.571428571,0.666666667
